residue,imf1,imf2,imf3,imf4,imf5,imf6,imf7,imf8
-0.020006455,0.000144572,0.010826897,-0.053423594,0.010304395,-0.018036185,-0.014889786,0.000516735,-0.000514357
-0.020010702,-0.009651048,0.009613791,-0.048524216,0.007974921,-0.019549423,-0.014939807,0.000543855,-0.000535150
-0.020014949,-0.004855944,0.008614797,-0.043490340,0.005699845,-0.021056948,-0.014989280,0.000570977,-0.000555935
-0.020019197,0.009876835,0.007423530,-0.038267199,0.003483232,-0.022558162,-0.015038203,0.000598100,-0.000576713
-0.020023445,0.009271239,0.006405613,-0.032949033,0.001329148,-0.024052468,-0.015086573,0.000625224,-0.000597482
-0.020027693,0.003750545,0.005227347,-0.027630083,-0.000758341,-0.025539269,-0.015134387,0.000652349,-0.000618245
-0.020031941,-0.011667502,0.003960556,-0.022404588,-0.002775169,-0.027017968,-0.015181641,0.000679475,-0.000638999
-0.020036189,-0.011965151,0.002677068,-0.017366791,-0.004717271,-0.028487967,-0.015228333,0.000706602,-0.000659746
-0.020040438,-0.012132012,0.001456064,-0.012610931,-0.006580579,-0.029948669,-0.015274459,0.000733730,-0.000680485
-0.020044687,0.002812887,0.000406148,-0.008231248,-0.008361030,-0.031399477,-0.015320015,0.000760859,-0.000701216
-0.020048936,0.012843162,-0.000640595,-0.004038110,-0.010054556,-0.032839794,-0.015365000,0.000787989,-0.000721939
-0.020053185,0.013306486,-0.001786015,-0.000282007,-0.011657092,-0.034269021,-0.015409409,0.000815119,-0.000742654
-0.020057434,-0.006274655,-0.002590644,0.003070442,-0.013164571,-0.035686564,-0.015453240,0.000842249,-0.000763362
-0.020061683,-0.011003718,-0.002989076,0.006052621,-0.014572930,-0.037091822,-0.015496489,0.000869380,-0.000784061
-0.020065933,-0.001165505,-0.002538531,0.006680214,-0.014056427,-0.038484201,-0.015539153,0.000896511,-0.000804753
-0.020070183,0.008479800,-0.001718548,0.007020280,-0.013443002,-0.039863102,-0.015581230,0.000923643,-0.000825436
-0.020074433,0.007990668,-0.000631291,0.007122178,-0.012738919,-0.041227928,-0.015622715,0.000950774,-0.000846112
-0.020078683,0.007038112,0.001008529,0.007035269,-0.011950442,-0.042578082,-0.015663606,0.000977906,-0.000866780
-0.020082933,-0.003756678,0.002536025,0.006808914,-0.011083838,-0.043912967,-0.015703900,0.001005037,-0.000887439
-0.020087184,-0.009159967,0.003673770,0.006492472,-0.010145369,-0.045231985,-0.015743593,0.001032169,-0.000908090
-0.020091435,-0.008170563,0.003622027,0.005890150,-0.009141302,-0.046534540,-0.015782682,0.001059300,-0.000928734
-0.020095685,0.003282568,0.003056394,0.005260981,-0.008077900,-0.047820033,-0.015821165,0.001086431,-0.000949369
-0.020099936,0.015037917,0.002130166,0.004618844,-0.006961429,-0.049087868,-0.015859037,0.001113561,-0.000969996
-0.020104188,0.012844932,0.000085681,0.003977618,-0.005798154,-0.050337448,-0.015896296,0.001140691,-0.000990614
-0.020108439,0.000346875,-0.001728539,0.003351182,-0.004594339,-0.051568175,-0.015932939,0.001167821,-0.001011225
-0.020112691,-0.012902036,-0.002874925,0.002753415,-0.003356250,-0.052779452,-0.015968962,0.001194950,-0.001031827
-0.020116942,-0.004014373,-0.001392119,0.002341194,-0.002216545,-0.053844287,-0.016004362,0.001222078,-0.001052421
-0.020121194,0.004480147,0.000397641,0.001972139,-0.001055105,-0.054888467,-0.016039137,0.001249205,-0.001073007
-0.020125446,-0.002322845,0.002403770,0.001646869,0.000121796,-0.055911385,-0.016073282,0.001276331,-0.001093584
-0.020129698,0.004511608,0.000284993,0.002001983,0.000286768,-0.056115938,-0.016106796,0.001303456,-0.001114153
-0.020133951,-0.003730101,-0.001816257,0.002387525,0.000457502,-0.056298689,-0.016139674,0.001330580,-0.001134713
-0.020138203,-0.012336210,-0.003594279,0.002789519,0.000630576,-0.056459705,-0.016171913,0.001357703,-0.001155265
-0.020142456,-0.013873802,-0.002395369,0.003124832,0.000641134,-0.056437621,-0.016203511,0.001384824,-0.001175809
-0.020146709,-0.001279919,-0.000342683,0.003457148,0.000647364,-0.056485168,-0.016146723,0.001415257,-0.001196344
-0.020150962,0.010853410,0.002164769,0.003780992,0.000646023,-0.056511533,-0.016089293,0.001445687,-0.001216871
-0.020155215,0.012934156,0.004727980,0.004090889,0.000633866,-0.056516955,-0.016031226,0.001476115,-0.001237389
-0.020159469,0.000971657,0.006346572,0.004381365,0.000607651,-0.056501673,-0.015972524,0.001506541,-0.001257898
-0.020163722,-0.010369280,0.007364699,0.004646947,0.000564133,-0.056465927,-0.015913191,0.001536963,-0.001278399
-0.020167976,-0.009793196,0.006762375,0.004615648,0.000500068,-0.056409956,-0.015853231,0.001567382,-0.001298891
-0.020172230,0.001362513,0.005613899,0.004069012,0.000897253,-0.056333999,-0.015792647,0.001597796,-0.001319375
-0.020176484,0.012789735,0.004230800,0.003488079,0.001271473,-0.056238296,-0.015731442,0.001628206,-0.001339849
-0.020180738,-0.005171125,0.002276088,0.002868852,0.001623555,-0.056123085,-0.015669620,0.001658610,-0.001360316
-0.020184992,-0.013335594,0.000568707,0.002207332,0.001954323,-0.055988607,-0.015607184,0.001689009,-0.001380773
-0.020189247,-0.012286333,-0.000305268,0.001499522,0.002264604,-0.055835099,-0.015544138,0.001719402,-0.001401222
-0.020193501,-0.006268592,-0.001097171,0.000741423,0.002555224,-0.055662803,-0.015480486,0.001749789,-0.001421661
-0.020197756,-0.004943269,-0.002142688,-0.000070963,0.002827008,-0.055471956,-0.015416230,0.001780169,-0.001442092
-0.020202011,0.007028739,-0.003777507,-0.000941635,0.003080782,-0.055262799,-0.015351374,0.001810541,-0.001462514
-0.020206266,-0.004614391,-0.006736389,-0.001874590,0.003317373,-0.055035570,-0.015285922,0.001840905,-0.001482928
-0.020210521,0.004065987,-0.009954564,-0.002873827,0.003537605,-0.054790509,-0.015219877,0.001871261,-0.001503332
-0.020214777,-0.007019320,-0.008206123,-0.004076647,0.003742305,-0.054527855,-0.015153243,0.001901609,-0.001523727
-0.020219032,0.002157923,-0.001648352,-0.005354578,0.003932299,-0.054247847,-0.015086023,0.001931947,-0.001544114
-0.020223288,0.005832755,0.005487959,-0.006712454,0.004108411,-0.053950725,-0.015018220,0.001962275,-0.001564491
-0.020227544,-0.002733918,0.009946153,-0.008155107,0.004271469,-0.053636728,-0.014949838,0.001992593,-0.001584860
-0.020231800,0.002551823,0.011022954,-0.010073760,0.004422298,-0.053306096,-0.014880881,0.002022901,-0.001605219
-0.020236056,0.003184896,0.011825779,-0.012071331,0.004561724,-0.052959066,-0.014811351,0.002053198,-0.001625569
-0.020240312,-0.006112855,0.012621509,-0.014137131,0.004690573,-0.052595880,-0.014741253,0.002083483,-0.001645910
-0.020244569,0.004595629,0.013461813,-0.016260468,0.004809669,-0.052216776,-0.014670590,0.002113756,-0.001666242
-0.020248825,0.010286267,0.014359501,-0.018430653,0.004919840,-0.051821993,-0.014599365,0.002144016,-0.001686565
-0.020253082,0.012144260,0.014118096,-0.020636995,0.005021912,-0.051411771,-0.014527582,0.002174264,-0.001706879
-0.020257339,0.004278083,0.013617852,-0.022868804,0.005116709,-0.050986348,-0.014455244,0.002204498,-0.001727183
-0.020261596,0.001683278,0.012851953,-0.025115390,0.005205057,-0.050545965,-0.014382355,0.002234718,-0.001747478
-0.020265853,-0.010644613,0.011813585,-0.027366062,0.005287784,-0.050090861,-0.014308917,0.002264924,-0.001767764
-0.020270111,-0.007520633,0.010306519,-0.029610130,0.005365713,-0.049621275,-0.014234936,0.002295115,-0.001788041
-0.020274368,0.010747832,0.008626865,-0.031836903,0.005439672,-0.049137445,-0.014160413,0.002325291,-0.001808308
-0.020278626,0.014140557,0.006783577,-0.034035692,0.005510486,-0.048639612,-0.014085353,0.002355451,-0.001828566
-0.020282883,0.007492589,0.004930336,-0.036195807,0.005578980,-0.048128015,-0.014009759,0.002385596,-0.001848814
-0.020287141,0.000736718,0.003123078,-0.038306556,0.005645982,-0.047602893,-0.013933635,0.002415723,-0.001869053
-0.020291399,-0.011194265,0.001417738,-0.040357249,0.005712315,-0.047064485,-0.013856983,0.002445833,-0.001889283
-0.020295658,-0.003947538,0.000450223,-0.042337197,0.005778807,-0.046513030,-0.013779808,0.002475926,-0.001909503
-0.020299916,0.003009831,-0.000323674,-0.044235708,0.005846283,-0.045948769,-0.013702113,0.002506001,-0.001929714
-0.020304174,0.009630807,-0.000868188,-0.046042094,0.005915569,-0.045371939,-0.013623901,0.002536057,-0.001949915
-0.020308433,0.010421719,-0.000700924,-0.047745662,0.005987491,-0.044782781,-0.013545176,0.002566095,-0.001970106
-0.020312692,-0.009111915,-0.000338671,-0.049335724,0.006062874,-0.044181534,-0.013465941,0.002596113,-0.001990288
-0.020316951,-0.004376370,0.000503779,-0.050691796,0.006142545,-0.043568437,-0.013386200,0.002626111,-0.002010460
-0.020321210,-0.004638556,0.001150653,-0.051871776,0.006227329,-0.042943729,-0.013305956,0.002656089,-0.002030623
-0.020325469,0.005369457,-0.000580183,-0.051509356,0.006865366,-0.042307650,-0.013225212,0.002686046,-0.002050776
-0.020329728,0.006007506,-0.003215179,-0.050889672,0.007508644,-0.041660438,-0.013143973,0.002715981,-0.002070919
-0.020333987,-0.002996944,-0.006510136,-0.049983444,0.008156467,-0.041002334,-0.013062241,0.002745895,-0.002091053
-0.020338247,0.003873399,-0.011010688,-0.048761393,0.008808137,-0.040333577,-0.012980020,0.002775787,-0.002111177
-0.020342507,-0.008274531,-0.013531281,-0.045515064,0.009462957,-0.039654405,-0.012897314,0.002805656,-0.002131291
-0.020346766,0.004560267,-0.011364829,-0.041951605,0.010120231,-0.038965058,-0.012814125,0.002835503,-0.002151395
-0.020351026,-0.004169435,-0.007935191,-0.038098988,0.010779259,-0.038265775,-0.012730458,0.002865325,-0.002171489
-0.020355286,0.000811681,-0.003488772,-0.033985184,0.011439346,-0.037556796,-0.012646316,0.002895124,-0.002191574
-0.020359546,0.004778932,0.001728020,-0.029638165,0.012099794,-0.036838360,-0.012561703,0.002924898,-0.002211648
-0.020363807,-0.006992362,0.007468781,-0.025085904,0.012759906,-0.036110706,-0.012476621,0.002954647,-0.002231713
-0.020368067,-0.004226883,0.013487104,-0.020356372,0.013418985,-0.035374074,-0.012391074,0.002984371,-0.002251767
-0.020372328,0.003350686,0.019536584,-0.015477541,0.014076333,-0.034628702,-0.012305066,0.003014069,-0.002271812
-0.020376588,0.021015665,0.025370814,-0.010477383,0.014731253,-0.033874830,-0.012218600,0.003043740,-0.002291847
-0.020380849,0.014043370,0.030743388,-0.005383870,0.015383048,-0.033112698,-0.012131680,0.003073385,-0.002311871
-0.020385110,0.007709121,0.035407902,-0.000224973,0.016031021,-0.032342545,-0.012044309,0.003103002,-0.002331886
-0.020389371,-0.007120157,0.038526339,0.004971335,0.016674474,-0.031564609,-0.011956491,0.003132592,-0.002351890
-0.020393632,-0.013930202,0.038613354,0.010177083,0.017312710,-0.030779130,-0.011868229,0.003162154,-0.002371885
-0.020397894,0.000157802,0.037819039,0.015364299,0.017945032,-0.029986349,-0.011779526,0.003191687,-0.002391869
-0.020402155,0.009985392,0.036330771,0.020505011,0.018570743,-0.029186502,-0.011690386,0.003221191,-0.002411843
-0.020406417,0.015394105,0.034335926,0.025571248,0.019189145,-0.028379831,-0.011600812,0.003250665,-0.002431807
-0.020410678,0.008032245,0.030215112,0.030535036,0.019799542,-0.027566575,-0.011510809,0.003280109,-0.002451760
-0.020414940,0.006025189,0.025871864,0.035368405,0.020401235,-0.026746972,-0.011420379,0.003309523,-0.002471703
-0.020419202,-0.015694919,0.021402949,0.040043383,0.020993528,-0.025921262,-0.011329525,0.003338906,-0.002491636
-0.020423464,-0.002073706,0.016782909,0.044531997,0.021575724,-0.025089684,-0.011238252,0.003368257,-0.002511559
-0.020427726,0.006896396,0.012033085,0.048806277,0.022147125,-0.024252478,-0.011146563,0.003397577,-0.002531471
-0.020431988,0.011345184,0.007052595,0.052838249,0.022707034,-0.023409882,-0.011054461,0.003426864,-0.002551373
-0.020436251,-0.007316264,0.001640460,0.055418755,0.023254754,-0.022562137,-0.010961949,0.003456118,-0.002571265
-0.020440513,0.003697745,-0.003164699,0.057724421,0.023789587,-0.021709481,-0.010869032,0.003485340,-0.002591146
-0.020444776,-0.003491725,-0.002735338,0.058007579,0.024310837,-0.020852153,-0.010775712,0.003514527,-0.002611016
-0.020449039,-0.001056306,-0.001660543,0.058029888,0.024817805,-0.019990394,-0.010681994,0.003543680,-0.002630876
-0.020453301,0.006071582,-0.000025504,0.057809899,0.025309796,-0.019124442,-0.010587880,0.003572799,-0.002650726
-0.020457564,0.008317788,0.001726319,0.057366161,0.025786111,-0.018254537,-0.010493373,0.003601883,-0.002670565
-0.020461827,0.006745548,0.002514082,0.056717225,0.026246053,-0.017380917,-0.010398479,0.003630930,-0.002690393
-0.020466091,-0.009407352,0.003082389,0.055881640,0.026688926,-0.016503822,-0.010303199,0.003659942,-0.002710211
-0.020470354,-0.010003632,0.003276350,0.054877957,0.027114031,-0.015623492,-0.010207538,0.003688918,-0.002730018
-0.020474617,-0.005357583,0.003392646,0.053724726,0.027520672,-0.014740166,-0.010111498,0.003717856,-0.002749815
-0.020478881,0.009478614,0.003465850,0.052440497,0.027908151,-0.013854082,-0.010015084,0.003746757,-0.002769601
-0.020483144,0.009452775,0.003530535,0.051637882,0.027681710,-0.012965481,-0.009918299,0.003775621,-0.002789376
-0.020487408,0.009986749,0.003705663,0.050181969,0.027435691,-0.012074602,-0.009821145,0.003804445,-0.002809140
-0.020491672,0.005648520,0.003857275,0.048638696,0.027170376,-0.011181683,-0.009723628,0.003833232,-0.002828894
-0.020495936,-0.008519898,0.003935799,0.047015581,0.026886047,-0.010286964,-0.009625750,0.003861978,-0.002848636
-0.020500200,-0.001868648,0.003283825,0.045320141,0.026582986,-0.009390685,-0.009527514,0.003890685,-0.002868368
-0.020504464,0.009933489,0.002562578,0.043559892,0.026261474,-0.008493085,-0.009428924,0.003919352,-0.002888089
-0.020508728,0.011930900,0.001720114,0.041742352,0.025921792,-0.007594402,-0.009329984,0.003947978,-0.002907800
-0.020512992,-0.001053581,0.000926044,0.039875038,0.025564223,-0.006694877,-0.009230697,0.003976564,-0.002927499
-0.020517257,-0.004091794,0.000244653,0.037965468,0.025189048,-0.005794749,-0.009131066,0.004005107,-0.002947187
-0.020521521,-0.012255578,-0.000259776,0.036021158,0.024796548,-0.004894256,-0.009031096,0.004033609,-0.002966865
-0.020525786,-0.001040654,-0.000099077,0.034049625,0.024387005,-0.003993639,-0.008930789,0.004062068,-0.002986531
-0.020530051,0.000040316,0.000231855,0.032058387,0.023960701,-0.003093136,-0.008830148,0.004090484,-0.003006186
-0.020534316,0.011050788,0.000662010,0.030054962,0.023517917,-0.002192987,-0.008729178,0.004118856,-0.003025831
-0.020538580,0.007199698,0.000974896,0.028046865,0.023058935,-0.001293430,-0.008627882,0.004147185,-0.003045464
-0.020542845,-0.001579243,0.001229247,0.026041614,0.022584036,-0.000394707,-0.008526263,0.004175470,-0.003065086
-0.020547111,-0.005206849,0.001338319,0.024046727,0.022093502,0.000502946,-0.008424325,0.004203709,-0.003084697
-0.020551376,-0.008603929,0.001215368,0.022069720,0.021587615,0.001399287,-0.008322071,0.004231904,-0.003104296
-0.020555641,0.008854882,0.000227472,0.020118111,0.021066656,0.002294078,-0.008219504,0.004260052,-0.003123885
-0.020559906,0.006576756,-0.001040095,0.018199417,0.020530907,0.003187080,-0.008116629,0.004288155,-0.003143462
-0.020564172,0.004403418,-0.002436614,0.016321155,0.019980649,0.004078053,-0.008013448,0.004316210,-0.003163028
-0.020568438,0.002202261,-0.003837036,0.014490842,0.019416164,0.004966758,-0.007909965,0.004344219,-0.003182583
-0.020572703,-0.010159322,-0.005116306,0.012715995,0.018837734,0.005852955,-0.007806184,0.004372180,-0.003202127
-0.020576969,-0.008552146,-0.005411167,0.011004132,0.018245640,0.006736406,-0.007702108,0.004400093,-0.003221659
-0.020581235,0.002700155,-0.005405539,0.009362769,0.017640164,0.007616871,-0.007597740,0.004427958,-0.003241179
-0.020585501,0.008535735,-0.005045134,0.007799424,0.017021587,0.008494111,-0.007493084,0.004455773,-0.003260689
-0.020589767,0.003387743,-0.003834125,0.006385085,0.016390190,0.009367886,-0.007388144,0.004483539,-0.003280187
-0.020594033,0.002883569,-0.002326848,0.005046659,0.015746257,0.010237957,-0.007282922,0.004511256,-0.003299673
-0.020598299,-0.007854409,-0.000636099,0.003774525,0.015090067,0.011104086,-0.007177422,0.004538922,-0.003319148
-0.020602566,-0.004036621,0.001458136,0.002559061,0.014421903,0.011966032,-0.007071649,0.004566537,-0.003338612
-0.020606832,0.005295263,0.003007110,0.001390646,0.013742047,0.012823556,-0.006965604,0.004594101,-0.003358064
-0.020611098,-0.003715718,0.002827714,0.000309309,0.013050779,0.013676420,-0.006859292,0.004621613,-0.003377504
-0.020615365,0.004835562,0.000063099,-0.000733262,0.012348382,0.014524383,-0.006752717,0.004649073,-0.003396933
-0.020619632,-0.007618590,-0.001720419,-0.001735729,0.011635137,0.015367206,-0.006645880,0.004676480,-0.003416350
-0.020623898,-0.006900062,-0.001702332,-0.002696753,0.010911325,0.016204651,-0.006538787,0.004703834,-0.003435755
-0.020628165,0.003187922,-0.001080791,-0.003614995,0.010177229,0.017036478,-0.006431441,0.004731134,-0.003455149
-0.020632432,0.012929241,-0.000121241,-0.004508928,0.009433130,0.017862447,-0.006323844,0.004758381,-0.003474531
-0.020636699,0.012607775,0.000852828,-0.005338980,0.008679309,0.018682320,-0.006216001,0.004785573,-0.003493902
-0.020640966,0.013209959,0.000471130,-0.005721339,0.007916048,0.019495857,-0.006107915,0.004812710,-0.003513260
-0.020645233,-0.005967541,-0.000195633,-0.006023412,0.007143628,0.020302818,-0.005999589,0.004839792,-0.003532607
-0.020649501,-0.009925504,-0.001143363,-0.006248556,0.006362332,0.021102965,-0.005891027,0.004866817,-0.003551942
-0.020653768,-0.003862174,-0.002170496,-0.006400128,0.005572441,0.021896058,-0.005782232,0.004893787,-0.003571265
-0.020658035,0.007305758,-0.003357025,-0.006099038,0.004334234,0.022739415,-0.005673208,0.004920699,-0.003590577
-0.020662303,0.002973072,-0.004094410,-0.005733027,0.003089819,0.023575351,-0.005563959,0.004947555,-0.003609876
-0.020666570,0.003570281,-0.004809846,-0.005307386,0.001841303,0.024403740,-0.005454487,0.004974352,-0.003629163
-0.020670838,-0.000963165,-0.005439464,-0.004827410,0.000590789,0.025224454,-0.005344796,0.005001091,-0.003648439
-0.020675106,-0.005687819,-0.005919394,-0.004298390,-0.000659615,0.026037367,-0.005234890,0.005027772,-0.003667702
-0.020679373,-0.000874146,-0.006208185,-0.003493287,-0.001907805,0.026842351,-0.005124772,0.005054394,-0.003686954
-0.020683641,0.003617731,-0.006192637,-0.002667153,-0.003151675,0.027639280,-0.005014445,0.005080956,-0.003706193
-0.020687909,0.002717774,-0.005781968,-0.001842705,-0.004389118,0.028428025,-0.004903913,0.005107457,-0.003725421
-0.020692177,0.006355946,-0.004885396,-0.001042664,-0.005618029,0.029208461,-0.004793180,0.005133899,-0.003744636
-0.020696445,-0.001228934,-0.002720999,-0.000289746,-0.006836304,0.029980459,-0.004682249,0.005160279,-0.003763839
-0.020700713,-0.009062614,-0.000242282,0.000393329,-0.008041835,0.030743893,-0.004571123,0.005186598,-0.003783030
-0.020704981,-0.006912070,0.002338472,0.000983843,-0.009232517,0.031498636,-0.004459806,0.005212855,-0.003802209
-0.020709250,0.000880395,0.004384311,0.001459077,-0.010406245,0.032244560,-0.004348302,0.005239050,-0.003821375
-0.020713518,0.009922396,0.005308365,0.001796314,-0.011560913,0.032981539,-0.004236613,0.005265182,-0.003840530
-0.020717786,-0.007447369,0.003329648,0.000758745,-0.011702816,0.033394964,-0.004124743,0.005291251,-0.003859672
-0.020722055,0.007416304,-0.000772120,-0.000403393,-0.011821626,0.033799355,-0.004012696,0.005317256,-0.003878801
-0.020726323,-0.010298242,-0.002223394,-0.001653951,-0.011915418,0.034194748,-0.003900476,0.005343196,-0.003897919
-0.020730592,-0.005485592,-0.001046269,-0.003078206,-0.011982265,0.034581182,-0.003788085,0.005369072,-0.003917024
-0.020734861,0.013723161,0.000701828,-0.004489602,-0.012020240,0.034958696,-0.003675527,0.005394883,-0.003936116
-0.020739129,0.003742905,0.000400309,-0.004641611,-0.012070204,0.035327326,-0.003562805,0.005420628,-0.003955197
-0.020743398,-0.006075515,-0.000177522,-0.004701597,-0.012088974,0.035687110,-0.003449924,0.005446308,-0.003974265
-0.020747667,-0.005736551,-0.001041679,-0.004655527,-0.012076155,0.036038087,-0.003336886,0.005471920,-0.003993320
-0.020751936,-0.010244652,-0.002202172,-0.004489367,-0.012031353,0.036380294,-0.003223695,0.005497466,-0.004012363
-0.020756205,-0.004875196,-0.003398088,-0.004189084,-0.011954171,0.036713770,-0.003110355,0.005522945,-0.004031393
-0.020760474,-0.004487269,-0.004784803,-0.003740645,-0.011844213,0.037038551,-0.002996868,0.005548355,-0.004050411
-0.020764743,0.005789116,-0.006246767,-0.003130016,-0.011701086,0.037354677,-0.002883239,0.005573697,-0.004069416
-0.020769012,0.005291245,-0.007833487,-0.001645406,-0.011524393,0.037662184,-0.002769471,0.005598970,-0.004088408
-0.020773281,-0.005381551,-0.009433650,0.000002114,-0.011313739,0.037961111,-0.002655567,0.005624174,-0.004107388
-0.020777551,-0.005913558,-0.011350087,0.001799228,-0.011068729,0.038251496,-0.002541530,0.005649308,-0.004126356
-0.020781820,-0.001492707,-0.013381980,0.003732623,-0.010788967,0.038533376,-0.002427365,0.005674372,-0.004145310
-0.020786089,0.007942156,-0.015577600,0.005788985,-0.010474057,0.038806789,-0.002313074,0.005699366,-0.004164252
-0.020790359,0.007452187,-0.017985218,0.007954999,-0.010123605,0.039071773,-0.002198662,0.005724288,-0.004183181
-0.020794628,0.006655470,-0.020210033,0.010217352,-0.009737216,0.039328367,-0.002084131,0.005749138,-0.004202097
-0.020798898,-0.009102185,-0.022584970,0.012562729,-0.009314492,0.039576607,-0.001969485,0.005773917,-0.004221001
-0.020803168,-0.010461278,-0.024456645,0.014977817,-0.008855040,0.039816533,-0.001854728,0.005798623,-0.004239892
-0.020807437,-0.002020977,-0.026213005,0.017449300,-0.008358464,0.040048181,-0.001739863,0.005823256,-0.004258769
-0.020811707,0.001076311,-0.027698757,0.019963867,-0.007824369,0.040271589,-0.001624893,0.005847816,-0.004277634
-0.020815977,0.008688177,-0.028758609,0.022508201,-0.007252359,0.040486796,-0.001509822,0.005872301,-0.004296486
-0.020820246,0.005672213,-0.029237269,0.025068989,-0.006642038,0.040693839,-0.001394653,0.005896713,-0.004315325
-0.020824516,0.011886014,-0.028979445,0.027632917,-0.005993012,0.040892757,-0.001279391,0.005921049,-0.004334151
-0.020828786,-0.014643014,-0.025999659,0.030186672,-0.005304884,0.041083586,-0.001164037,0.005945310,-0.004352964
-0.020833056,-0.008475479,-0.020724420,0.032716938,-0.004577261,0.041266366,-0.001048597,0.005969496,-0.004371764
-0.020837326,0.007214439,-0.014966661,0.035210402,-0.003809745,0.041441133,-0.000933072,0.005993605,-0.004390551
-0.020841596,0.017735286,-0.009022045,0.037653749,-0.003001943,0.041607926,-0.000817467,0.006017638,-0.004409325
-0.020845866,0.009617415,-0.004408038,0.040033667,-0.002153457,0.041766782,-0.000701786,0.006041593,-0.004428086
-0.020850137,-0.003221595,-0.000029338,0.042336839,-0.001263894,0.041917740,-0.000586031,0.006065471,-0.004446834
-0.020854407,-0.015642353,0.003987552,0.044549954,-0.000332858,0.042060837,-0.000470206,0.006089271,-0.004465568
-0.020858677,-0.010927771,0.005938428,0.046659696,0.000640047,0.042196111,-0.000354314,0.006112992,-0.004484289
-0.020862947,0.004334657,0.007423668,0.048652751,0.001655216,0.042323600,-0.000238360,0.006136634,-0.004502997
-0.020867218,0.005135138,0.008465950,0.050515805,0.002713045,0.042443342,-0.000122346,0.006160197,-0.004521692
-0.020871488,0.006463878,0.009087953,0.052235545,0.003813929,0.042555375,-0.000006276,0.006183680,-0.004540373
-0.020875758,0.008311085,0.009312353,0.053798656,0.004958263,0.042659737,0.000109847,0.006207082,-0.004559041
-0.020880029,0.005666965,0.009161829,0.055191824,0.006146442,0.042756465,0.000226018,0.006230404,-0.004577696
-0.020884299,0.008521725,0.008659059,0.056401735,0.007378862,0.042845598,0.000342236,0.006253644,-0.004596338
-0.020888570,0.021865572,0.007826721,0.057415075,0.008655919,0.042927172,0.000458495,0.006276803,-0.004614966
-0.020892840,0.017448976,0.005785508,0.057360251,0.009978008,0.043001227,0.000574794,0.006299879,-0.004633580
-0.020897111,0.018349181,0.003635993,0.057059016,0.011345523,0.043067800,0.000691128,0.006322873,-0.004652181
-0.020901382,-0.000596306,0.001576766,0.056474846,0.012758862,0.043126929,0.000807493,0.006345784,-0.004670769
-0.020905652,-0.009549978,-0.000193586,0.055571214,0.014218418,0.043178652,0.000923887,0.006358685,-0.004679418
-0.020909923,-0.013674326,-0.001476472,0.054311595,0.015724587,0.043223006,0.001040306,0.006371503,-0.004688053
-0.020914194,-0.002135024,-0.003070126,0.052659463,0.017277765,0.043260030,0.001156746,0.006384237,-0.004696675
-0.020918465,0.014004922,-0.003875444,0.050475386,0.018981255,0.043289761,0.001273204,0.006396885,-0.004705284
-0.020922735,-0.011412366,-0.000771621,0.045903191,0.020728270,0.043312237,0.001389677,0.006409448,-0.004713879
-0.020927006,-0.011947253,0.002889442,0.040858987,0.022514930,0.043327497,0.001506161,0.006421926,-0.004722461
-0.020931277,-0.022251795,0.006774368,0.035332052,0.024337356,0.043335577,0.001622652,0.006434317,-0.004731029
-0.020935548,-0.005681940,0.010341335,0.028224003,0.026191670,0.043336517,0.001739148,0.006446622,-0.004739583
-0.020939819,0.021681701,0.013517551,0.020692087,0.028073991,0.043330353,0.001855644,0.006458839,-0.004748124
-0.020944090,0.035054624,0.016021779,0.012805890,0.029980441,0.043317124,0.001972137,0.006470970,-0.004756652
-0.020948361,0.023199930,0.014025180,0.004634997,0.031907140,0.043296867,0.002088624,0.006483012,-0.004765166
-0.020952632,-0.002678868,0.011258501,-0.003751008,0.033850209,0.043269620,0.002205102,0.006494966,-0.004773667
-0.020956903,-0.012830654,0.007904887,-0.012282540,0.035805768,0.043235422,0.002321566,0.006506831,-0.004782154
-0.020961174,-0.012504312,0.004147481,-0.020890015,0.037769939,0.043194310,0.002438013,0.006518607,-0.004790628
-0.020965445,-0.016948725,0.000169428,-0.029503846,0.039738843,0.043146322,0.002554441,0.006530293,-0.004799088
-0.020969716,-0.011412776,-0.003846129,-0.038054451,0.041708599,0.043091496,0.002670845,0.006541890,-0.004807535
-0.020973988,-0.016145350,-0.007716045,-0.046472244,0.043675329,0.043029870,0.002787221,0.006553396,-0.004815968
-0.020978259,-0.016395329,-0.011257175,-0.054687639,0.045635154,0.042961481,0.002903568,0.006564811,-0.004824388
-0.020982530,-0.003677336,-0.013020638,-0.062631054,0.047584193,0.042886368,0.003019880,0.006576134,-0.004832795
-0.020986801,0.008125857,-0.014189402,-0.070232901,0.049518569,0.042804568,0.003136155,0.006587366,-0.004841188
-0.020991072,0.000917585,-0.011732539,-0.077423598,0.051434401,0.042716119,0.003252389,0.006598506,-0.004849568
-0.020995344,0.002808562,-0.008826504,-0.084133559,0.053327811,0.042621060,0.003368578,0.006609553,-0.004857934
-0.020999615,-0.001038653,-0.005699596,-0.090293200,0.055194919,0.042519427,0.003484720,0.006620507,-0.004866287
-0.021003886,-0.005461500,-0.002580113,-0.095832935,0.057031846,0.042411259,0.003600810,0.006631367,-0.004874627
-0.021008158,-0.010297421,0.000303647,-0.100683180,0.058834712,0.042328190,0.003685250,0.006642134,-0.004882953
